step,loss,lr,val_cer,val_loss,sec
1850,0.8996003180742264,0.00019906328169677864,,,23.91776967048645
1900,0.9108931857347489,0.00019895004770713952,,,18.24473214149475
1950,0.8820416831970215,0.00019883039235653812,,,24.702033281326294
2000,0.6787848231196404,0.00019870432382325864,,,15.299118518829346
2000,,,21.979621542940322,0.6653132264812788,A=21.94
2050,0.7882720333337784,0.00019857185072391794,,,29.671650409698486
2100,0.7912546879053116,0.00019843298211287634,,,19.57309603691101
2150,0.6896451896429062,0.00019828772748161898,,,15.664311647415161
2200,0.9313020014762878,0.00019813609675810689,,,17.79689049720764
2250,0.8072286802530289,0.00019797810030609868,,,23.98965334892273
2300,0.8377932250499726,0.00019781374892444196,,,15.902217626571655
2350,0.7133154875040054,0.0001976430538463353,,,22.07931900024414
2400,0.8699062842130661,0.00019746602673856057,,,17.67972731590271
2450,0.8734703162312507,0.00019728267970068542,,,20.744317293167114
2500,0.744567636847496,0.0001970930252642364,,,19.69269347190857
2550,0.8333261841535569,0.00019689707639184226,,,22.26287341117859
2600,0.8753752541542054,0.00019669484647634813,,,20.7883198261261
2650,0.8179741859436035,0.00019648634933990014,,,18.74145221710205
2700,0.8058905583620072,0.0001962715992330006,,,19.685793161392212
2750,0.8292133957147598,0.00019605061083353403,,,17.660415410995483
2800,0.7697322884202004,0.00019582339924576397,,,15.518019199371338
2850,0.8384052246809006,0.0001955899799993007,,,24.579795360565186
2900,0.8750319397449493,0.0001953503690480396,,,19.695298433303833
2950,0.7651803362369537,0.0001951045827690709,,,16.308013677597046
3000,0.8735916566848755,0.00019485263796156029,,,19.62842583656311
3050,0.7793051069974899,0.00019459455184560068,,,19.37627339363098
3100,0.7110274177789688,0.00019433034206103533,,,17.34432601928711
3150,0.8243955302238465,0.00019406002666625197,,,12.746063947677612
3200,0.6304402947425842,0.0001937836241369488,,,18.809582948684692
3250,0.8174101728200912,0.0001935011533648715,,,15.333868503570557
3300,0.7536719030141831,0.00019321263365652217,,,19.17697787284851
3350,0.8158661329746246,0.00019291808473183964,,,19.48608946800232
3400,0.7810978800058365,0.00019261752672285155,,,14.909133434295654
3450,0.7592867785692214,0.00019231098017229864,,,30.52551293373108
3500,0.6934616696834565,0.00019199846603223047,,,23.158849477767944
3550,0.9047159144282341,0.00019168000566257328,,,21.805824995040894
3600,0.8359200698137284,0.00019135562082967046,,,20.07697319984436
3650,0.8097634541988373,0.00019102533370479432,,,25.638598680496216
3700,0.7813648092746734,0.00019068916686263112,,,19.01905846595764
3750,0.7868175312876702,0.00019034714327973798,,,20.27717137336731
3800,0.8387492102384567,0.00018999928633297255,,,17.914268016815186
3850,0.7396938797831535,0.00018964561979789495,,,17.513013124465942
3900,0.736073015332222,0.00018928616784714313,,,16.367746114730835
3950,0.7208892664313317,0.00018892095504878043,,,17.185810804367065
4000,0.715492123067379,0.00018855000636461646,,,27.721176862716675
4000,,,23.499173857169083,0.6882390305399895,A=23.43
4050,0.8798066672682762,0.00018817334714850108,,,20.490865230560303
4100,0.7230881369113922,0.00018779100314459134,,,23.51998496055603
4150,0.6923798644542694,0.00018740300048559206,,,19.331806659698486
4200,0.6324755561351776,0.00018700936569096953,,,20.94122338294983
4250,0.7144981771707535,0.0001866101256651391,,,22.001731157302856
4300,0.7451556307077408,0.00018620530769562622,,,15.558935642242432
4350,0.8450591892004014,0.00018579493945120135,,,23.609864234924316
4400,0.716339396238327,0.00018537904897998885,,,21.103582859039307
4450,0.7701919290423394,0.0001849576647075501,,,15.85012149810791
4500,0.7133534029126167,0.00018453081543494022,,,23.90196204185486
4550,0.7508114719390869,0.0001840985303367401,,,23.550430059432983
4600,0.8035099029541015,0.00018366083895906193,,,23.413147687911987
4650,0.6441339427232742,0.00018321777121752997,,,20.622297525405884
4700,0.8406538680195809,0.0001827693573952358,,,23.79458999633789
4750,0.7352325540781021,0.00018231562814066853,,,20.599406719207764
4800,0.805820717215538,0.00018185661446562,,,20.380258321762085
4850,0.6502015501260757,0.00018139234774306522,,,19.63961386680603
4900,0.724232237637043,0.00018092285970501787,,,28.468544006347656
4950,0.711337637603283,0.00018044818244036175,,,17.203620433807373
5000,0.7616140642762184,0.0001799683483926574,,,13.92494010925293
5050,0.7129788914322853,0.00017948339035792454,,,18.67395281791687
5100,0.7690971630811692,0.0001789933414824007,,,26.742282390594482
5150,0.7519531658291817,0.0001784982352602755,,,22.266486644744873
5200,0.7978829234838486,0.00017799810553140164,,,25.91556406021118
5250,0.6447086334228516,0.00017749298647898163,,,17.342867612838745
5300,0.7122208791971206,0.00017698291262723182,,,19.252962112426758
5350,0.7196185886859894,0.00017646791883902237,,,17.124897480010986
5400,0.7198414453864097,0.00017594804031349464,,,18.68889832496643
5450,0.7076637053489685,0.00017542331258365524,,,18.432715892791748
5500,0.7921404200792312,0.00017489377151394753,,,17.365097045898438
5550,0.6535059708356857,0.00017435945329780014,,,18.0461905002594
5600,0.7417354434728622,0.00017382039445515348,,,30.268016815185547
5650,0.744130345582962,0.00017327663182996328,,,16.224626779556274
5700,0.6582624799013138,0.00017272820258768274,,,18.716721296310425
5750,0.6923680305480957,0.00017217514421272203,,,18.17754101753235
5800,0.6435150679945946,0.00017161749450588643,,,21.808302402496338
5850,0.6923774176836014,0.00017105529158179268,,,22.496317625045776
5900,0.7699584546685219,0.00017048857386626375,,,18.80876636505127
5950,0.6968425285816192,0.0001699173800937028,,,19.703171253204346
6000,0.6844123500585556,0.0001693417493044454,,,22.71820378303528
6000,,,22.568375294330735,0.6848293915390968,A=22.46
6050,0.6536541557312012,0.00016876172084209139,,,22.783480882644653
6100,0.808902775645256,0.00016817733435081557,,,21.53614616394043
6150,0.7447615593671799,0.0001675886297726585,,,20.811074018478394
6200,0.6489344912767411,0.00016699564734479604,,,14.586114406585693
6250,0.7670373976230621,0.00016639842759678936,,,17.48925018310547
6300,0.7984787228703499,0.0001657970113478151,,,21.741092205047607
6350,0.719276479780674,0.00016519143970387482,,,15.038778305053711
6400,0.612908678650856,0.00016458175405498603,,,21.767183542251587
6450,0.7989225429296494,0.000163967996072353,,,12.267766952514648
6500,0.7871753174066544,0.00016335020770551846,,,17.774656534194946
6550,0.7091683292388916,0.00016272843117949673,,,26.669729232788086
6600,0.6907664474844932,0.0001621027089918874,,,21.193869590759277
6650,0.6549870419502258,0.00016147308390997083,,,20.47297501564026
6700,0.7085078006982803,0.00016083959896778495,,,16.52717161178589
6750,0.8287648230791091,0.00016020229746318415,,,26.593286752700806
6800,0.6439734321832656,0.00015956122295487964,,,28.34123992919922
6850,0.6612911796569825,0.00015891641925946256,,,23.448055744171143
6900,0.7283530306816101,0.00015826793044840893,,,15.177377939224243
6950,0.723460767865181,0.00015761580084506756,,,18.280550479888916
7000,0.7318945461511612,0.0001569600750216306,,,19.005179405212402
7050,0.671245563030243,0.00015630079779608698,,,18.55005192756653
7100,0.7231442403793334,0.00015563801422915943,,,16.406421661376953
7150,0.6328257024288177,0.00015497176962122426,,,22.77274179458618
7200,0.6254538908600807,0.00015430210950921546,,,24.201874256134033
7250,0.671570117175579,0.0001536290796635121,,,15.730588674545288
7300,0.75533118724823,0.00015295272608481018,,,21.766071557998657
7350,0.7496350187063218,0.0001522730950009783,,,24.462823390960693
7400,0.7981024187803268,0.00015159023286389828,,,23.860196828842163
7450,0.636528430879116,0.00015090418634629014,,,15.636222839355469
7500,0.6847440192103386,0.00015021500233852202,,,18.334311723709106
7550,0.6760668990015983,0.00014952272794540537,,,20.622175455093384
7600,0.84008580327034,0.00014882741048297536,,,18.234899044036865
7650,0.7772555086016655,0.00014812909747525697,,,21.153132677078247
7700,0.7418023812770843,0.00014742783665101664,,,17.834031581878662
7750,0.565521397292614,0.00014672367594050018,,,17.753296852111816
7800,0.6800974398851395,0.00014601666347215683,,,20.317936420440674
7850,0.5910070291161538,0.0001453068475693496,,,20.22009253501892
7900,0.6403608578443527,0.00014459427674705258,,,27.874227285385132
7950,0.6290203368663788,0.00014387899970853493,,,18.317779302597046
8000,0.7281123208999634,0.00014316106534203213,,,17.908814191818237
8000,,,24.526584122359797,0.7576819186409315,A=24.29
8050,0.6791201338171959,0.00014244052271740438,,,30.78516125679016
8100,0.6579876321554184,0.00014171742108278295,,,22.867976427078247
8150,0.6842017021775245,0.00014099180986120412,,,15.559667110443115
8200,0.7772184282541275,0.00014026373864723098,,,14.90224814414978
8250,0.5327905237674713,0.00013953325720356382,,,15.974685668945312
8300,0.5675413793325425,0.0001388004154576391,,,22.305407285690308
8350,0.599809646308422,0.00013806526349821653,,,19.211673498153687
8400,0.5992468848824501,0.00013732785157195612,,,15.967949390411377
8450,0.7235116183757782,0.0001365882300799834,,,21.987759351730347
8500,0.6728001776337623,0.00013584644957444493,,,20.339635848999023
8550,0.7265466314554214,0.00013510256075505291,,,19.549739837646484
8600,0.6503636762499809,0.00013435661446562,,,17.357616901397705
8650,0.5625989577174186,0.00013360866169058423,,,15.396388053894043
8700,0.604842269718647,0.00013285875355152418,,,19.637109756469727
8750,0.6247992578148842,0.000132106941303665,,,14.021217584609985
8800,0.619685907959938,0.00013135327633237524,,,25.555565118789673
8850,0.7792330092191696,0.0001305978101496545,,,23.165499448776245
8900,0.7258311939239502,0.0001298405943906129,,,15.807858943939209
8950,0.8325105252861976,0.00012908168080994162,,,21.26189136505127
9000,0.6630100375413894,0.00012832112127837594,,,19.36182713508606
9050,0.6218443897366523,0.00012755896777914944,,,16.86013150215149
9100,0.620290761590004,0.00012679527240444142,,,17.449185609817505
9150,0.6523669987916947,0.00012603008735181628,,,18.75205159187317
9200,0.6767854684591293,0.00012526346492065598,,,24.644813537597656
9250,0.7056633034348487,0.00012449545750858526,,,21.52437114715576
9300,0.7545017299056053,0.00012372611760789063,,,21.58295440673828
9350,0.5762180003523827,0.00012295549780193233,,,16.249115467071533
9400,0.7588855743408203,0.00012218365076155046,,,25.56329083442688
9450,0.6988843187689782,0.00012141062924146491,,,25.091055154800415
9500,0.6547227534651756,0.00012063648607666973,,,31.09019184112549
9550,0.5536308327317238,0.00011986127417882196,,,23.542311668395996
9600,0.5904923760890961,0.000119085046532625,,,22.495955228805542
9650,0.6364100980758667,0.00011830785619220741,,,15.191709756851196
9700,0.6690436494350434,0.00011752975627749658,,,20.248222827911377
9750,0.5306911170482635,0.00011675079997058804,,,20.930596590042114
9800,0.7228459769487381,0.00011597104051211072,,,19.309380769729614
9850,0.7719569024443627,0.00011519053119758773,,,22.311054944992065
9900,0.6308388036489486,0.00011440932537379398,,,16.5448215007782
9950,0.6850169858336449,0.0001136274764351098,,,14.133357524871826
10000,0.7680163100361824,0.00011284503781987159,,,17.817208766937256
10000,,,25.845588235294116,0.8139307970801989,A=25.37
10050,0.6611037680506706,0.00011206206300671935,,,19.12425994873047
10100,0.7678222435712815,0.00011127860551094145,,,18.442923069000244
10150,0.6428790098428726,0.0001104947188808171,,,15.988102436065674
10200,0.6810477310419083,0.00010971045669395612,,,24.414745092391968
10250,0.6190402728319168,0.00010892587255363724,,,28.368634462356567
10300,0.708790642619133,0.00010814102008514429,,,27.541951417922974
10350,0.7612181767821312,0.00010735595293210088,,,20.66858196258545
10400,0.5930229556560517,0.00010657072475280408,,,22.71692419052124
10450,0.6665096336603165,0.00010578538921655687,,,13.429779529571533
10500,0.6740079653263092,0.000105,,,20.541011571884155
10550,0.6331052190065384,0.00010421461078344314,,,20.698155641555786
10600,0.761658388376236,0.00010342927524719594,,,16.238780975341797
10650,0.6659953239560127,0.00010264404706789914,,,20.632174968719482
10700,0.6920049950480461,0.0001018589799148557,,,16.350018978118896
10750,0.6856583002209663,0.00010107412744636274,,,17.15991759300232
10800,0.6620673626661301,0.00010028954330604387,,,18.408845901489258
10850,0.6567748168110847,9.950528111918294e-05,,,23.20166277885437
10900,0.6243445378541946,9.872139448905856e-05,,,21.4533851146698
10950,0.6569165992736816,9.793793699328069e-05,,,20.241558074951172
11000,0.5898210528492928,9.715496218012844e-05,,,21.008260488510132
11050,0.616004332602024,9.637252356489022e-05,,,18.879215955734253
11100,0.6630741170048714,9.559067462620604e-05,,,18.198092699050903
11150,0.6251094168424607,9.48094688024123e-05,,,20.735843181610107
11200,0.6190339398384094,9.402895948788933e-05,,,26.78403615951538
11250,0.8146196073293686,9.324920002941197e-05,,,18.59772515296936
11300,0.8041029685735702,9.247024372250344e-05,,,29.854328393936157
11350,0.7195689153671264,9.16921438077926e-05,,,23.646276235580444
11400,0.7084923794865609,9.0914953467375e-05,,,20.1216561794281
11450,0.6226458954811096,9.013872582117805e-05,,,20.174315452575684
11500,0.7188718339800835,8.936351392333026e-05,,,15.27183985710144
11550,0.6516747391223907,8.858937075853514e-05,,,15.162793159484863
11600,0.7478793948888779,8.781634923844959e-05,,,23.186100482940674
11650,0.8174039593338966,8.704450219806769e-05,,,21.418524026870728
11700,0.7352425968647003,8.627388239210938e-05,,,21.557899475097656
11750,0.6595313274860382,8.550454249141475e-05,,,14.977108478546143
11800,0.5711243912577629,8.473653507934406e-05,,,19.711065530776978
11850,0.7357967007160187,8.396991264818373e-05,,,14.586119174957275
11900,0.5943904620409012,8.32047275955586e-05,,,15.938544511795044
11950,0.7882650372385979,8.244103222085059e-05,,,28.70311141014099
12000,0.5960905230045319,8.167887872162408e-05,,,20.1969313621521
12000,,,23.030852994555353,0.6843422849973043,A=22.94
12050,0.6290432319045067,8.091831919005836e-05,,,20.216397762298584
12100,0.6254758501052856,8.015940560938712e-05,,,16.75269842147827
12150,0.6523943611979485,7.940218985034548e-05,,,18.441497087478638
12200,0.6815070974826812,7.864672366762479e-05,,,18.853808879852295
12250,0.7295977541804314,7.789305869633502e-05,,,17.84602403640747
12300,0.596753134727478,7.714124644847586e-05,,,24.09520721435547
12350,0.7428756973147392,7.639133830941581e-05,,,20.781685829162598
12400,0.6997519725561142,7.564338553438e-05,,,26.965813159942627
12450,0.5284479153156281,7.48974392449471e-05,,,12.628131866455078
12500,0.8178537687659264,7.415355042555508e-05,,,26.242342710494995
12550,0.6716859769821167,7.341176992001661e-05,,,25.633580207824707
12600,0.6653471395373345,7.26721484280439e-05,,,15.528617143630981
12650,0.6676441490650177,7.193473650178348e-05,,,26.297175645828247
12700,0.6036113533377647,7.119958454236092e-05,,,14.522477865219116
12750,0.6444599476456642,7.046674279643615e-05,,,21.374398231506348
12800,0.6147180542349815,6.9736261352769e-05,,,18.572023153305054
12850,0.6444560033082962,6.900819013879585e-05,,,15.95181393623352
12900,0.5697987708449364,6.828257891721706e-05,,,17.270203828811646
12950,0.7129491218924522,6.755947728259567e-05,,,15.8130042552948
13000,0.5931952702999115,6.683893465796792e-05,,,18.11580228805542
13050,0.7099459066987037,6.612100029146508e-05,,,16.287984609603882
13100,0.8685363253951073,6.540572325294743e-05,,,27.5041446685791
13150,0.6655560445785522,6.46931524306504e-05,,,19.199586868286133
13200,0.5685687285661697,6.398333652784319e-05,,,18.33599042892456
13250,0.7560523563623428,6.327632405949982e-05,,,15.44347095489502
13300,0.6092822980880738,6.257216334898338e-05,,,13.000752925872803
13350,0.6396392941474914,6.187090252474305e-05,,,17.585522651672363
13400,0.6364324957132339,6.117258951702466e-05,,,14.954949140548706
13450,0.6667884159088134,6.047727205459467e-05,,,22.71549415588379
13500,0.6776829761266708,5.9784997661478016e-05,,,20.81673812866211
13550,0.6093164938688278,5.909581365370989e-05,,,16.99035906791687
13600,0.710075304210186,5.8409767136101756e-05,,,17.88660740852356
13650,0.69116429656744,5.772690499902175e-05,,,19.475285291671753
13700,0.5719060146808624,5.704727391518987e-05,,,19.607036113739014
13750,0.6502918732166291,5.637092033648793e-05,,,15.118772029876709
13800,0.6414063015580177,5.5697890490784585e-05,,,18.74874520301819
13850,0.7205878034234047,5.502823037877578e-05,,,19.976377964019775
13900,0.5818738082051277,5.436198577084062e-05,,,14.405664443969727
13950,0.5670713806152343,5.3699202203913046e-05,,,13.636924982070923
14000,0.57604959577322,5.303992497836946e-05,,,21.405759811401367
14000,,,22.14948172394981,0.659847358862559,A=22.00
14050,0.6384137630462646,5.238419915493249e-05,,,20.236836433410645
14100,0.7031735074520111,5.17320695515911e-05,,,16.20630717277527
14150,0.6475951942801476,5.1083580740537465e-05,,,15.10802936553955
14200,0.5510868728160858,5.0438777045120353e-05,,,17.21276330947876
14250,0.6516042065620422,4.979770253681587e-05,,,19.587202787399292
14300,0.5450244602560997,4.916040103221506e-05,,,17.07663369178772
14350,0.6543735831975936,4.852691609002921e-05,,,23.05761218070984
14400,0.5573957288265228,4.789729100811262e-05,,,18.021050691604614
14450,0.5617518579959869,4.727156882050329e-05,,,17.109594583511353
14500,0.5613136583566666,4.6649792294481555e-05,,,15.038795232772827
14550,0.6386474323272705,4.6032003927647035e-05,,,25.239101886749268
14600,0.6869801604747772,4.541824594501398e-05,,,16.856480598449707
14650,0.6264970907568932,4.48085602961252e-05,,,16.950517416000366
14700,0.7256204733252525,4.420298865218492e-05,,,17.349199771881104
14750,0.550719036757946,4.36015724032106e-05,,,20.95582127571106
14800,0.6404268682003021,4.300435265520397e-05,,,17.99737858772278
14850,0.5736591920256615,4.24113702273415e-05,,,18.757641315460205
14900,0.6596992355585098,4.1822665649184414e-05,,,28.60761046409607
14950,0.6388728398084641,4.123827915790866e-05,,,20.49476933479309
15000,0.5322913268208503,4.065825069555462e-05,,,17.7723970413208
15050,0.5430518099665642,4.00826199062972e-05,,,17.806100368499756
15100,0.6770752307772636,3.951142613373625e-05,,,18.191980361938477
15150,0.599336818754673,3.894470841820737e-05,,,14.434340476989746
15200,0.6319837129116058,3.838250549411359e-05,,,14.650070905685425
15250,0.6460801422595978,3.782485578727799e-05,,,16.224132776260376
15300,0.6836912655830383,3.727179741231729e-05,,,18.624480485916138
15350,0.5804205584526062,3.672336817003673e-05,,,17.172371864318848
15400,0.654251127243042,3.617960554484655e-05,,,16.86360502243042
15450,0.7195144838094711,3.564054670219986e-05,,,16.02695655822754
15500,0.7061029106378556,3.510622848605249e-05,,,16.050288438796997
15550,0.6647180554270744,3.457668741634477e-05,,,16.422733783721924
15600,0.6088382229208946,3.405195968650541e-05,,,17.081332683563232
15650,0.566029419451952,3.353208116097768e-05,,,22.935932397842407
15700,0.5546503764390945,3.301708737276822e-05,,,18.625596046447754
15750,0.5946671912074089,3.25070135210184e-05,,,17.110154628753662
15800,0.6747895860671997,3.200189446859841e-05,,,21.64306664466858
15850,0.6073837047815323,3.150176473972452e-05,,,17.90910840034485
15900,0.6303227752447128,3.100665851759933e-05,,,19.907070636749268
15950,0.5913918969035149,3.0516609642075473e-05,,,15.637584924697876
16000,0.5787872809171677,3.0031651607342625e-05,,,18.155080318450928
16000,,,21.411849450747344,0.6350280418992043,A=21.36
16050,0.6962715774774552,2.955181755963825e-05,,,22.71426796913147
16100,0.6201480242609978,2.9077140294982154e-05,,,21.72182273864746
16150,0.5533341750502586,2.8607652256934826e-05,,,15.107513904571533
16200,0.6020762687921524,2.8143385534380006e-05,,,15.479891777038574
16250,0.540774359703064,2.7684371859331482e-05,,,22.20541524887085
16300,0.7412308815121651,2.723064260476423e-05,,,22.3954598903656
16350,0.6221180546283722,2.6782228782470052e-05,,,17.430294513702393
16400,0.6801886123418808,2.63391610409381e-05,,,20.365537405014038
16450,0.7828392803668975,2.5901469663259914e-05,,,19.250048637390137
16500,0.7956495165824891,2.546918456505979e-05,,,18.910724878311157
16550,0.5592493492364884,2.5042335292449924e-05,,,14.884942531585693
16600,0.6071060535311699,2.4620951020011126e-05,,,19.795568466186523
16650,0.5140307345986366,2.4205060548798668e-05,,,13.666387557983398
16700,0.5743310102820396,2.3794692304373784e-05,,,16.880916357040405
16750,0.6704130280017853,2.33898743348609e-05,,,23.87357449531555
16800,0.6482294094562531,2.299063430903048e-05,,,22.08080816268921
16850,0.5242606240510941,2.259699951440795e-05,,,29.138410329818726
16900,0.5937217134237289,2.220899685540865e-05,,,16.03377914428711
16950,0.6241028523445129,2.1826652851498936e-05,,,16.9669771194458
17000,0.7084221521019936,2.144999363538355e-05,,,23.2240092754364
17050,0.6274844959378243,2.107904495121959e-05,,,20.956884145736694
17100,0.5507238557934762,2.071383215285688e-05,,,19.8212833404541
17150,0.5665430563688278,2.035438020210506e-05,,,13.45579195022583
17200,0.7359753122925758,2.000071366702747e-05,,,15.28580641746521
17250,0.6894789156317711,1.9652856720262008e-05,,,21.53070640563965
17300,0.5060162428021431,1.9310833137368905e-05,,,18.895477056503296
17350,0.5973358380794526,1.897466629520572e-05,,,20.649030208587646
17400,0.5693861192464829,1.8644379170329564e-05,,,18.969992637634277
17450,0.6120288947224617,1.8319994337426692e-05,,,27.71226191520691
17500,0.5989296546578408,1.800153396776954e-05,,,17.25327229499817
17550,0.6624239811301231,1.7689019827701346e-05,,,15.526176691055298
17600,0.6733885288238526,1.738247327714845e-05,,,29.68338894844055
17650,0.7612214049696923,1.7081915268160396e-05,,,14.351433992385864
17700,0.6033335971832275,1.678736634347784e-05,,,19.150518894195557
17750,0.5788275334239006,1.6498846635128507e-05,,,16.171049118041992
17800,0.553493435382843,1.6216375863051232e-05,,,21.152855157852173
17850,0.6669710448384285,1.5939973333748043e-05,,,18.67543935775757
17900,0.6616759356856347,1.566965793896469e-05,,,18.44265079498291
17950,0.546789990067482,1.54054481543993e-05,,,22.535426378250122
18000,0.6802220749855041,1.5147362038439711e-05,,,14.98053240776062
18000,,,23.026673924877517,0.687291607260704,A=22.72
18050,0.7847542598843574,1.4895417230929106e-05,,,33.28498029708862
18100,0.5549765181541443,1.4649630951960416e-05,,,20.820112943649292
18150,0.6492701135575771,1.4410020000699306e-05,,,20.75282120704651
18200,0.5910778921842575,1.4176600754236025e-05,,,15.980926036834717
18250,0.5930315184593201,1.3949389166465993e-05,,,18.4691059589386
18300,0.5575190591812134,1.3728400766999427e-05,,,18.29196310043335
18350,0.5952479639649391,1.351365066009988e-05,,,16.897010803222656
18400,0.5427185162901879,1.3305153523651886e-05,,,22.179641246795654
18450,0.5153923490643502,1.310292360815777e-05,,,14.262300491333008
18500,0.6046850392222405,1.2906974735763617e-05,,,15.001498460769653
18550,0.5735739994049073,1.2717320299314582e-05,,,14.031054973602295
18600,0.6323551741242409,1.2533973261439455e-05,,,28.529686212539673
18650,0.6765915411710739,1.2356946153664727e-05,,,17.328450202941895
18700,0.661152603328228,1.2186251075558071e-05,,,16.000767469406128
18750,0.584626898765564,1.2021899693901325e-05,,,13.634130716323853
18800,0.6203828522562981,1.1863903241893113e-05,,,19.146835803985596
18850,0.603491076529026,1.171227251838106e-05,,,17.064143419265747
18900,0.6396743708848953,1.1567017887123677e-05,,,16.243916273117065
18950,0.4904380714893341,1.1428149276082092e-05,,,15.302727937698364
19000,0.5560018652677536,1.129567617674138e-05,,,22.36700439453125
19050,0.6556898030638695,1.1169607643461924e-05,,,20.019794940948486
19100,0.5502481976151467,1.1049952292860494e-05,,,19.807408809661865
19150,0.6195844545960426,1.0936718303221382e-05,,,15.517743587493896
19200,0.631997383236885,1.0829913413937358e-05,,,15.029486656188965
19250,0.6184653130173683,1.0729544924980726e-05,,,26.18672466278076
19300,0.5739392492175103,1.0635619696404378e-05,,,17.62115716934204
19350,0.7697966501116753,1.0548144147872925e-05,,,18.118571758270264
19400,0.5887175381183625,1.0467124258223916e-05,,,21.443777084350586
19450,0.784947843849659,1.0392565565059186e-05,,,16.55995535850525
19500,0.616449855864048,1.0324473164366366e-05,,,17.18436622619629
19550,0.5675415971875191,1.026285171017059e-05,,,15.313020706176758
19600,0.5864049649238586,1.020770541421642e-05,,,21.007988691329956
19650,0.5450297850370407,1.0159038045679907e-05,,,17.595350980758667
19700,0.5427906170487404,1.011685293091105e-05,,,16.987732410430908
19750,0.7220161148905754,1.0081152953206404e-05,,,22.402726888656616
19800,0.6034275576472282,1.0051940552612027e-05,,,19.391506910324097
19850,0.6548552674055099,1.0029217725756705e-05,,,23.387150764465332
19900,0.5672164875268936,1.0012986025715445e-05,,,19.257322788238525
19950,0.5390169373154641,1.0003246561903416e-05,,,19.200814247131348
20000,0.6282883515954018,1e-05,,,17.639769077301025
20000,,,22.8649138712602,0.6911511185268561,A=22.83
