[model] v1 | 6.25M params total (published backbone 5.29M + ICL module 0.96M) | device=cuda | phase=icl
[data] train sessions=837 val sessions=192
[data] episodic users=86 train + 10 meta-val (held out from module training)
step 33500/70000 | loss 1.8024 | lr 5.80e-04 | 2.16 it/s
step 33600/70000 | loss 1.7386 | lr 5.78e-04 | 2.39 it/s
step 33700/70000 | loss 1.7353 | lr 5.75e-04 | 3.01 it/s
step 33800/70000 | loss 1.8418 | lr 5.73e-04 | 2.40 it/s
step 33900/70000 | loss 1.8118 | lr 5.71e-04 | 2.69 it/s
step 34000/70000 | loss 1.7712 | lr 5.69e-04 | 2.38 it/s
step 34100/70000 | loss 1.7637 | lr 5.67e-04 | 2.22 it/s
step 34200/70000 | loss 1.8062 | lr 5.64e-04 | 2.67 it/s
step 34300/70000 | loss 1.7144 | lr 5.62e-04 | 2.47 it/s
step 34400/70000 | loss 1.8616 | lr 5.60e-04 | 2.72 it/s
step 34500/70000 | loss 1.7923 | lr 5.58e-04 | 2.59 it/s
step 34600/70000 | loss 1.7012 | lr 5.56e-04 | 3.01 it/s
step 34700/70000 | loss 1.7731 | lr 5.54e-04 | 2.58 it/s
step 34800/70000 | loss 1.7484 | lr 5.51e-04 | 3.27 it/s
step 34900/70000 | loss 1.8241 | lr 5.49e-04 | 2.47 it/s
step 35000/70000 | loss 1.7411 | lr 5.47e-04 | 2.78 it/s
[val] step 35000: mode-B CER 66.79 | mode-A CER 66.47 | conditioning gain -0.33 | loss 2.9549
step 35100/70000 | loss 1.7101 | lr 5.45e-04 | 2.51 it/s
step 35200/70000 | loss 1.6628 | lr 5.43e-04 | 2.63 it/s
step 35300/70000 | loss 1.7539 | lr 5.40e-04 | 2.35 it/s
step 35400/70000 | loss 1.7342 | lr 5.38e-04 | 2.87 it/s
step 35500/70000 | loss 1.7016 | lr 5.36e-04 | 2.55 it/s
step 35600/70000 | loss 1.7590 | lr 5.34e-04 | 2.68 it/s
step 35700/70000 | loss 1.7040 | lr 5.32e-04 | 2.48 it/s
step 35800/70000 | loss 1.7799 | lr 5.29e-04 | 2.76 it/s
step 35900/70000 | loss 1.7600 | lr 5.27e-04 | 2.54 it/s
step 36000/70000 | loss 1.7788 | lr 5.25e-04 | 2.66 it/s
step 36100/70000 | loss 1.6831 | lr 5.23e-04 | 2.39 it/s
step 36200/70000 | loss 1.7530 | lr 5.21e-04 | 2.86 it/s
step 36300/70000 | loss 1.8039 | lr 5.18e-04 | 2.07 it/s
step 36400/70000 | loss 1.7898 | lr 5.16e-04 | 3.20 it/s
step 36500/70000 | loss 1.6735 | lr 5.14e-04 | 2.67 it/s
step 36600/70000 | loss 1.7573 | lr 5.12e-04 | 3.10 it/s
step 36700/70000 | loss 1.7675 | lr 5.10e-04 | 2.35 it/s
step 36800/70000 | loss 1.7442 | lr 5.07e-04 | 2.20 it/s
step 36900/70000 | loss 1.7805 | lr 5.05e-04 | 2.01 it/s
step 37000/70000 | loss 1.7596 | lr 5.03e-04 | 2.61 it/s
step 37100/70000 | loss 1.7050 | lr 5.01e-04 | 3.15 it/s
step 37200/70000 | loss 1.6759 | lr 4.99e-04 | 2.75 it/s
step 37300/70000 | loss 1.6757 | lr 4.96e-04 | 2.40 it/s
step 37400/70000 | loss 1.7748 | lr 4.94e-04 | 2.63 it/s
step 37500/70000 | loss 1.7108 | lr 4.92e-04 | 2.74 it/s
[val] step 37500: mode-B CER 62.72 | mode-A CER 62.13 | conditioning gain -0.58 | loss 2.4588
step 37600/70000 | loss 1.7051 | lr 4.90e-04 | 2.42 it/s
step 37700/70000 | loss 1.6385 | lr 4.88e-04 | 2.87 it/s
step 37800/70000 | loss 1.7041 | lr 4.86e-04 | 2.80 it/s
step 37900/70000 | loss 1.6871 | lr 4.83e-04 | 3.34 it/s
step 38000/70000 | loss 1.6739 | lr 4.81e-04 | 2.57 it/s
step 38100/70000 | loss 1.6105 | lr 4.79e-04 | 2.54 it/s
step 38200/70000 | loss 1.7248 | lr 4.77e-04 | 3.17 it/s
step 38300/70000 | loss 1.6929 | lr 4.75e-04 | 2.73 it/s
step 38400/70000 | loss 1.6779 | lr 4.72e-04 | 2.95 it/s
step 38500/70000 | loss 1.7435 | lr 4.70e-04 | 2.66 it/s
step 38600/70000 | loss 1.7072 | lr 4.68e-04 | 2.48 it/s
step 38700/70000 | loss 1.6635 | lr 4.66e-04 | 2.95 it/s
step 38800/70000 | loss 1.6092 | lr 4.64e-04 | 3.22 it/s
step 38900/70000 | loss 1.7132 | lr 4.62e-04 | 2.62 it/s
step 39000/70000 | loss 1.7113 | lr 4.59e-04 | 2.87 it/s
step 39100/70000 | loss 1.6686 | lr 4.57e-04 | 2.10 it/s
step 39200/70000 | loss 1.6915 | lr 4.55e-04 | 3.14 it/s
step 39300/70000 | loss 1.7194 | lr 4.53e-04 | 3.26 it/s
step 39400/70000 | loss 1.6778 | lr 4.51e-04 | 2.67 it/s
step 39500/70000 | loss 1.6441 | lr 4.49e-04 | 2.21 it/s
step 39600/70000 | loss 1.6970 | lr 4.46e-04 | 2.28 it/s
step 39700/70000 | loss 1.6429 | lr 4.44e-04 | 2.43 it/s
step 39800/70000 | loss 1.6899 | lr 4.42e-04 | 2.51 it/s
step 39900/70000 | loss 1.6524 | lr 4.40e-04 | 3.00 it/s
step 40000/70000 | loss 1.7295 | lr 4.38e-04 | 2.30 it/s
[val] step 40000: mode-B CER 62.48 | mode-A CER 62.00 | conditioning gain -0.47 | loss 2.4827
step 40100/70000 | loss 1.7084 | lr 4.36e-04 | 2.37 it/s
step 40200/70000 | loss 1.6550 | lr 4.33e-04 | 2.55 it/s
step 40300/70000 | loss 1.7330 | lr 4.31e-04 | 2.32 it/s
step 40400/70000 | loss 1.6275 | lr 4.29e-04 | 2.90 it/s
step 40500/70000 | loss 1.6571 | lr 4.27e-04 | 2.51 it/s
step 40600/70000 | loss 1.7010 | lr 4.25e-04 | 2.59 it/s
step 40700/70000 | loss 1.7000 | lr 4.23e-04 | 2.62 it/s
step 40800/70000 | loss 1.6390 | lr 4.21e-04 | 2.75 it/s
step 40900/70000 | loss 1.6697 | lr 4.18e-04 | 2.57 it/s
step 41000/70000 | loss 1.6840 | lr 4.16e-04 | 2.24 it/s
step 41100/70000 | loss 1.6405 | lr 4.14e-04 | 3.01 it/s
step 41200/70000 | loss 1.5922 | lr 4.12e-04 | 2.40 it/s
step 41300/70000 | loss 1.6943 | lr 4.10e-04 | 2.85 it/s
step 41400/70000 | loss 1.5464 | lr 4.08e-04 | 2.70 it/s
step 41500/70000 | loss 1.6753 | lr 4.06e-04 | 2.86 it/s
step 41600/70000 | loss 1.6475 | lr 4.03e-04 | 2.71 it/s
step 41700/70000 | loss 1.5972 | lr 4.01e-04 | 2.59 it/s
step 41800/70000 | loss 1.6623 | lr 3.99e-04 | 2.58 it/s
step 41900/70000 | loss 1.6749 | lr 3.97e-04 | 2.21 it/s
step 42000/70000 | loss 1.5429 | lr 3.95e-04 | 3.39 it/s
step 42100/70000 | loss 1.6310 | lr 3.93e-04 | 2.57 it/s
step 42200/70000 | loss 1.5983 | lr 3.91e-04 | 2.48 it/s
step 42300/70000 | loss 1.7453 | lr 3.89e-04 | 2.57 it/s
step 42400/70000 | loss 1.5862 | lr 3.87e-04 | 3.45 it/s
step 42500/70000 | loss 1.6944 | lr 3.84e-04 | 3.20 it/s
[val] step 42500: mode-B CER 63.30 | mode-A CER 63.15 | conditioning gain -0.15 | loss 2.6117
step 42600/70000 | loss 1.5904 | lr 3.82e-04 | 2.01 it/s
step 42700/70000 | loss 1.5853 | lr 3.80e-04 | 2.59 it/s
step 42800/70000 | loss 1.6783 | lr 3.78e-04 | 2.11 it/s
step 42900/70000 | loss 1.6845 | lr 3.76e-04 | 3.02 it/s
step 43000/70000 | loss 1.6823 | lr 3.74e-04 | 2.12 it/s
step 43100/70000 | loss 1.6395 | lr 3.72e-04 | 3.31 it/s
step 43200/70000 | loss 1.7418 | lr 3.70e-04 | 2.85 it/s
step 43300/70000 | loss 1.5995 | lr 3.68e-04 | 2.66 it/s
step 43400/70000 | loss 1.6523 | lr 3.66e-04 | 2.79 it/s
step 43500/70000 | loss 1.5531 | lr 3.64e-04 | 2.77 it/s
step 43600/70000 | loss 1.5939 | lr 3.62e-04 | 3.33 it/s
step 43700/70000 | loss 1.7087 | lr 3.60e-04 | 3.22 it/s
step 43800/70000 | loss 1.5957 | lr 3.58e-04 | 2.68 it/s
step 43900/70000 | loss 1.6283 | lr 3.55e-04 | 3.04 it/s
step 44000/70000 | loss 1.5910 | lr 3.53e-04 | 2.67 it/s
step 44100/70000 | loss 1.5389 | lr 3.51e-04 | 3.29 it/s
step 44200/70000 | loss 1.6114 | lr 3.49e-04 | 3.28 it/s
step 44300/70000 | loss 1.5874 | lr 3.47e-04 | 2.57 it/s
step 44400/70000 | loss 1.5999 | lr 3.45e-04 | 3.11 it/s
step 44500/70000 | loss 1.6290 | lr 3.43e-04 | 2.77 it/s
step 44600/70000 | loss 1.6529 | lr 3.41e-04 | 2.93 it/s
step 44700/70000 | loss 1.6664 | lr 3.39e-04 | 3.25 it/s
step 44800/70000 | loss 1.6091 | lr 3.37e-04 | 2.75 it/s
step 44900/70000 | loss 1.6086 | lr 3.35e-04 | 2.56 it/s
step 45000/70000 | loss 1.6176 | lr 3.33e-04 | 3.69 it/s
[val] step 45000: mode-B CER 62.40 | mode-A CER 62.14 | conditioning gain -0.26 | loss 2.3720
step 45100/70000 | loss 1.6339 | lr 3.31e-04 | 2.33 it/s
step 45200/70000 | loss 1.6084 | lr 3.29e-04 | 2.34 it/s
step 45300/70000 | loss 1.6282 | lr 3.27e-04 | 2.88 it/s
step 45400/70000 | loss 1.5924 | lr 3.25e-04 | 2.42 it/s
step 45500/70000 | loss 1.6183 | lr 3.23e-04 | 2.67 it/s
step 45600/70000 | loss 1.5647 | lr 3.21e-04 | 2.40 it/s
step 45700/70000 | loss 1.6467 | lr 3.19e-04 | 2.58 it/s
step 45800/70000 | loss 1.6213 | lr 3.17e-04 | 2.65 it/s
step 45900/70000 | loss 1.5419 | lr 3.15e-04 | 2.88 it/s
step 46000/70000 | loss 1.5724 | lr 3.13e-04 | 2.50 it/s
step 46100/70000 | loss 1.5444 | lr 3.11e-04 | 2.53 it/s
step 46200/70000 | loss 1.6353 | lr 3.09e-04 | 2.79 it/s
step 46300/70000 | loss 1.5981 | lr 3.07e-04 | 3.44 it/s
step 46400/70000 | loss 1.6087 | lr 3.05e-04 | 2.63 it/s
step 46500/70000 | loss 1.5613 | lr 3.04e-04 | 2.26 it/s
step 46600/70000 | loss 1.6306 | lr 3.02e-04 | 2.49 it/s
step 46700/70000 | loss 1.5809 | lr 3.00e-04 | 2.77 it/s
step 46800/70000 | loss 1.5889 | lr 2.98e-04 | 3.05 it/s
step 46900/70000 | loss 1.6214 | lr 2.96e-04 | 2.31 it/s
step 47000/70000 | loss 1.5374 | lr 2.94e-04 | 2.50 it/s
step 47100/70000 | loss 1.5770 | lr 2.92e-04 | 2.53 it/s
step 47200/70000 | loss 1.5088 | lr 2.90e-04 | 2.78 it/s
step 47300/70000 | loss 1.6067 | lr 2.88e-04 | 2.84 it/s
step 47400/70000 | loss 1.5871 | lr 2.86e-04 | 3.34 it/s
step 47500/70000 | loss 1.5516 | lr 2.84e-04 | 3.46 it/s
[val] step 47500: mode-B CER 64.61 | mode-A CER 64.30 | conditioning gain -0.31 | loss 2.6897
step 47600/70000 | loss 1.5546 | lr 2.82e-04 | 2.64 it/s
step 47700/70000 | loss 1.6250 | lr 2.81e-04 | 3.85 it/s
step 47800/70000 | loss 1.4869 | lr 2.79e-04 | 3.23 it/s
step 47900/70000 | loss 1.5417 | lr 2.77e-04 | 2.72 it/s
step 48000/70000 | loss 1.5685 | lr 2.75e-04 | 2.27 it/s
step 48100/70000 | loss 1.5902 | lr 2.73e-04 | 2.58 it/s
step 48200/70000 | loss 1.5346 | lr 2.71e-04 | 3.10 it/s
step 48300/70000 | loss 1.6302 | lr 2.69e-04 | 3.24 it/s
step 48400/70000 | loss 1.5432 | lr 2.68e-04 | 3.11 it/s
step 48500/70000 | loss 1.5652 | lr 2.66e-04 | 2.71 it/s
step 48600/70000 | loss 1.5445 | lr 2.64e-04 | 2.63 it/s
step 48700/70000 | loss 1.4365 | lr 2.62e-04 | 3.09 it/s
step 48800/70000 | loss 1.5889 | lr 2.60e-04 | 2.47 it/s
step 48900/70000 | loss 1.5409 | lr 2.58e-04 | 3.03 it/s
step 49000/70000 | loss 1.5543 | lr 2.57e-04 | 3.42 it/s
step 49100/70000 | loss 1.6586 | lr 2.55e-04 | 2.64 it/s
step 49200/70000 | loss 1.5036 | lr 2.53e-04 | 2.57 it/s
step 49300/70000 | loss 1.6493 | lr 2.51e-04 | 2.38 it/s
step 49400/70000 | loss 1.5406 | lr 2.49e-04 | 3.33 it/s
step 49500/70000 | loss 1.5702 | lr 2.48e-04 | 2.16 it/s
step 49600/70000 | loss 1.5065 | lr 2.46e-04 | 3.33 it/s
step 49700/70000 | loss 1.6233 | lr 2.44e-04 | 3.25 it/s
step 49800/70000 | loss 1.5371 | lr 2.42e-04 | 3.07 it/s
step 49900/70000 | loss 1.5359 | lr 2.41e-04 | 2.62 it/s
step 50000/70000 | loss 1.5499 | lr 2.39e-04 | 2.07 it/s
[val] step 50000: mode-B CER 59.37 | mode-A CER 59.59 | conditioning gain +0.22 | loss 2.4177
[val] new best CER 59.37 -> saved best.pt
step 50100/70000 | loss 1.4737 | lr 2.37e-04 | 2.65 it/s
step 50200/70000 | loss 1.5522 | lr 2.35e-04 | 2.24 it/s
step 50300/70000 | loss 1.5167 | lr 2.34e-04 | 3.44 it/s
step 50400/70000 | loss 1.5198 | lr 2.32e-04 | 2.90 it/s
step 50500/70000 | loss 1.5770 | lr 2.30e-04 | 2.91 it/s
step 50600/70000 | loss 1.5147 | lr 2.28e-04 | 3.55 it/s
step 50700/70000 | loss 1.5354 | lr 2.27e-04 | 2.63 it/s
step 50800/70000 | loss 1.4645 | lr 2.25e-04 | 3.40 it/s
step 50900/70000 | loss 1.5301 | lr 2.23e-04 | 2.43 it/s
step 51000/70000 | loss 1.5934 | lr 2.22e-04 | 3.09 it/s
step 51100/70000 | loss 1.5100 | lr 2.20e-04 | 3.72 it/s
step 51200/70000 | loss 1.5581 | lr 2.18e-04 | 2.19 it/s
step 51300/70000 | loss 1.4637 | lr 2.17e-04 | 2.57 it/s
step 51400/70000 | loss 1.5156 | lr 2.15e-04 | 2.66 it/s
step 51500/70000 | loss 1.5710 | lr 2.13e-04 | 2.27 it/s
step 51600/70000 | loss 1.5308 | lr 2.12e-04 | 2.76 it/s
step 51700/70000 | loss 1.4560 | lr 2.10e-04 | 2.24 it/s
step 51800/70000 | loss 1.5261 | lr 2.08e-04 | 2.85 it/s
step 51900/70000 | loss 1.5055 | lr 2.07e-04 | 2.36 it/s
step 52000/70000 | loss 1.5483 | lr 2.05e-04 | 2.82 it/s
step 52100/70000 | loss 1.5218 | lr 2.03e-04 | 2.80 it/s
step 52200/70000 | loss 1.5272 | lr 2.02e-04 | 2.79 it/s
step 52300/70000 | loss 1.4554 | lr 2.00e-04 | 2.72 it/s
step 52400/70000 | loss 1.5274 | lr 1.99e-04 | 2.95 it/s
step 52500/70000 | loss 1.5079 | lr 1.97e-04 | 2.38 it/s
[val] step 52500: mode-B CER 63.25 | mode-A CER 63.21 | conditioning gain -0.04 | loss 2.7449
step 52600/70000 | loss 1.5340 | lr 1.95e-04 | 2.99 it/s
step 52700/70000 | loss 1.5159 | lr 1.94e-04 | 2.38 it/s
step 52800/70000 | loss 1.5743 | lr 1.92e-04 | 2.80 it/s
step 52900/70000 | loss 1.5069 | lr 1.91e-04 | 3.56 it/s
step 53000/70000 | loss 1.4930 | lr 1.89e-04 | 3.04 it/s
step 53100/70000 | loss 1.4254 | lr 1.88e-04 | 3.70 it/s
step 53200/70000 | loss 1.5556 | lr 1.86e-04 | 2.93 it/s
step 53300/70000 | loss 1.6024 | lr 1.85e-04 | 3.01 it/s
step 53400/70000 | loss 1.6064 | lr 1.83e-04 | 2.97 it/s
step 53500/70000 | loss 1.4946 | lr 1.81e-04 | 2.88 it/s
step 53600/70000 | loss 1.4460 | lr 1.80e-04 | 2.99 it/s
step 53700/70000 | loss 1.5303 | lr 1.78e-04 | 2.88 it/s
step 53800/70000 | loss 1.4572 | lr 1.77e-04 | 3.28 it/s
step 53900/70000 | loss 1.5051 | lr 1.75e-04 | 2.29 it/s
step 54000/70000 | loss 1.4567 | lr 1.74e-04 | 3.61 it/s
step 54100/70000 | loss 1.4790 | lr 1.72e-04 | 3.04 it/s
step 54200/70000 | loss 1.5368 | lr 1.71e-04 | 2.56 it/s
step 54300/70000 | loss 1.4819 | lr 1.70e-04 | 3.06 it/s
step 54400/70000 | loss 1.5709 | lr 1.68e-04 | 3.13 it/s
step 54500/70000 | loss 1.4988 | lr 1.67e-04 | 2.77 it/s
step 54600/70000 | loss 1.5091 | lr 1.65e-04 | 2.58 it/s
step 54700/70000 | loss 1.5271 | lr 1.64e-04 | 2.54 it/s
step 54800/70000 | loss 1.3992 | lr 1.62e-04 | 2.74 it/s
step 54900/70000 | loss 1.5258 | lr 1.61e-04 | 2.90 it/s
step 55000/70000 | loss 1.4874 | lr 1.60e-04 | 3.35 it/s
[val] step 55000: mode-B CER 61.99 | mode-A CER 61.75 | conditioning gain -0.24 | loss 2.5694
step 55100/70000 | loss 1.4556 | lr 1.58e-04 | 2.38 it/s
step 55200/70000 | loss 1.5778 | lr 1.57e-04 | 2.29 it/s
step 55300/70000 | loss 1.4621 | lr 1.55e-04 | 3.15 it/s
step 55400/70000 | loss 1.4902 | lr 1.54e-04 | 3.10 it/s
step 55500/70000 | loss 1.4557 | lr 1.53e-04 | 2.70 it/s
step 55600/70000 | loss 1.5004 | lr 1.51e-04 | 2.62 it/s
step 55700/70000 | loss 1.5717 | lr 1.50e-04 | 2.60 it/s
step 55800/70000 | loss 1.3978 | lr 1.49e-04 | 3.37 it/s
step 55900/70000 | loss 1.5494 | lr 1.47e-04 | 2.80 it/s
step 56000/70000 | loss 1.5387 | lr 1.46e-04 | 2.61 it/s
step 56100/70000 | loss 1.3701 | lr 1.45e-04 | 2.98 it/s
step 56200/70000 | loss 1.4590 | lr 1.43e-04 | 2.90 it/s
step 56300/70000 | loss 1.4644 | lr 1.42e-04 | 3.89 it/s
step 56400/70000 | loss 1.4289 | lr 1.41e-04 | 2.45 it/s
step 56500/70000 | loss 1.4810 | lr 1.39e-04 | 2.79 it/s
step 56600/70000 | loss 1.4464 | lr 1.38e-04 | 3.66 it/s
step 56700/70000 | loss 1.4358 | lr 1.37e-04 | 3.17 it/s
step 56800/70000 | loss 1.5251 | lr 1.36e-04 | 3.21 it/s
step 56900/70000 | loss 1.4971 | lr 1.34e-04 | 3.41 it/s
step 57000/70000 | loss 1.4215 | lr 1.33e-04 | 2.74 it/s
step 57100/70000 | loss 1.5003 | lr 1.32e-04 | 3.27 it/s
step 57200/70000 | loss 1.5506 | lr 1.31e-04 | 2.53 it/s
step 57300/70000 | loss 1.4341 | lr 1.29e-04 | 3.43 it/s
step 57400/70000 | loss 1.4491 | lr 1.28e-04 | 2.90 it/s
step 57500/70000 | loss 1.4090 | lr 1.27e-04 | 2.82 it/s
[val] step 57500: mode-B CER 62.04 | mode-A CER 62.14 | conditioning gain +0.11 | loss 2.5901
step 57600/70000 | loss 1.5338 | lr 1.26e-04 | 2.42 it/s
step 57700/70000 | loss 1.4630 | lr 1.25e-04 | 3.02 it/s
step 57800/70000 | loss 1.4617 | lr 1.23e-04 | 2.69 it/s
step 57900/70000 | loss 1.5059 | lr 1.22e-04 | 2.75 it/s
step 58000/70000 | loss 1.5482 | lr 1.21e-04 | 2.79 it/s
step 58100/70000 | loss 1.4636 | lr 1.20e-04 | 2.76 it/s
step 58200/70000 | loss 1.3969 | lr 1.19e-04 | 2.66 it/s
step 58300/70000 | loss 1.3968 | lr 1.18e-04 | 3.00 it/s
step 58400/70000 | loss 1.4666 | lr 1.17e-04 | 3.70 it/s
step 58500/70000 | loss 1.4727 | lr 1.15e-04 | 2.85 it/s
step 58600/70000 | loss 1.4544 | lr 1.14e-04 | 2.58 it/s
step 58700/70000 | loss 1.3851 | lr 1.13e-04 | 3.52 it/s
step 58800/70000 | loss 1.3800 | lr 1.12e-04 | 2.97 it/s
step 58900/70000 | loss 1.5630 | lr 1.11e-04 | 2.92 it/s
step 59000/70000 | loss 1.4040 | lr 1.10e-04 | 3.50 it/s
step 59100/70000 | loss 1.4834 | lr 1.09e-04 | 2.59 it/s
step 59200/70000 | loss 1.4626 | lr 1.08e-04 | 2.57 it/s
step 59300/70000 | loss 1.4517 | lr 1.07e-04 | 2.64 it/s
step 59400/70000 | loss 1.4189 | lr 1.06e-04 | 2.49 it/s
step 59500/70000 | loss 1.4257 | lr 1.05e-04 | 2.80 it/s
step 59600/70000 | loss 1.3843 | lr 1.04e-04 | 2.74 it/s
step 59700/70000 | loss 1.4636 | lr 1.03e-04 | 2.40 it/s
step 59800/70000 | loss 1.4484 | lr 1.02e-04 | 3.14 it/s
step 59900/70000 | loss 1.5095 | lr 1.01e-04 | 2.81 it/s
step 60000/70000 | loss 1.4529 | lr 9.98e-05 | 2.92 it/s
[val] step 60000: mode-B CER 60.31 | mode-A CER 60.36 | conditioning gain +0.06 | loss 2.4689
step 60100/70000 | loss 1.4743 | lr 9.88e-05 | 2.16 it/s
step 60200/70000 | loss 1.4238 | lr 9.79e-05 | 2.47 it/s
step 60300/70000 | loss 1.5740 | lr 9.69e-05 | 2.19 it/s
step 60400/70000 | loss 1.4486 | lr 9.60e-05 | 2.46 it/s
step 60500/70000 | loss 1.4815 | lr 9.50e-05 | 2.75 it/s
step 60600/70000 | loss 1.4817 | lr 9.41e-05 | 3.23 it/s
step 60700/70000 | loss 1.4563 | lr 9.32e-05 | 3.48 it/s
step 60800/70000 | loss 1.3773 | lr 9.23e-05 | 2.94 it/s
step 60900/70000 | loss 1.3839 | lr 9.14e-05 | 3.82 it/s
step 61000/70000 | loss 1.4497 | lr 9.05e-05 | 2.99 it/s
step 61100/70000 | loss 1.4841 | lr 8.96e-05 | 3.22 it/s
step 61200/70000 | loss 1.5307 | lr 8.87e-05 | 2.25 it/s
step 61300/70000 | loss 1.4879 | lr 8.79e-05 | 2.46 it/s
step 61400/70000 | loss 1.4754 | lr 8.70e-05 | 3.36 it/s
step 61500/70000 | loss 1.4112 | lr 8.62e-05 | 3.07 it/s
step 61600/70000 | loss 1.4059 | lr 8.53e-05 | 2.78 it/s
step 61700/70000 | loss 1.4851 | lr 8.45e-05 | 2.94 it/s
step 61800/70000 | loss 1.5308 | lr 8.37e-05 | 2.33 it/s
step 61900/70000 | loss 1.3842 | lr 8.29e-05 | 2.89 it/s
step 62000/70000 | loss 1.4390 | lr 8.21e-05 | 3.37 it/s
step 62100/70000 | loss 1.4170 | lr 8.13e-05 | 3.04 it/s
step 62200/70000 | loss 1.5281 | lr 8.05e-05 | 3.03 it/s
step 62300/70000 | loss 1.4978 | lr 7.97e-05 | 2.65 it/s
step 62400/70000 | loss 1.3685 | lr 7.90e-05 | 2.64 it/s
step 62500/70000 | loss 1.4629 | lr 7.82e-05 | 3.08 it/s
[val] step 62500: mode-B CER 63.53 | mode-A CER 63.64 | conditioning gain +0.11 | loss 2.7115
step 62600/70000 | loss 1.4940 | lr 7.75e-05 | 2.76 it/s
step 62700/70000 | loss 1.4524 | lr 7.68e-05 | 3.15 it/s
step 62800/70000 | loss 1.4537 | lr 7.60e-05 | 2.56 it/s
step 62900/70000 | loss 1.3900 | lr 7.53e-05 | 2.86 it/s
step 63000/70000 | loss 1.4005 | lr 7.46e-05 | 3.40 it/s
step 63100/70000 | loss 1.4241 | lr 7.39e-05 | 2.61 it/s
step 63200/70000 | loss 1.4008 | lr 7.32e-05 | 2.97 it/s
step 63300/70000 | loss 1.4725 | lr 7.26e-05 | 2.95 it/s
step 63400/70000 | loss 1.4367 | lr 7.19e-05 | 3.09 it/s
step 63500/70000 | loss 1.4115 | lr 7.13e-05 | 3.21 it/s
step 63600/70000 | loss 1.5030 | lr 7.06e-05 | 2.65 it/s
step 63700/70000 | loss 1.4304 | lr 7.00e-05 | 2.64 it/s
step 63800/70000 | loss 1.4377 | lr 6.94e-05 | 2.14 it/s
step 63900/70000 | loss 1.4158 | lr 6.87e-05 | 2.74 it/s
step 64000/70000 | loss 1.3432 | lr 6.81e-05 | 3.20 it/s
step 64100/70000 | loss 1.4786 | lr 6.75e-05 | 2.67 it/s
step 64200/70000 | loss 1.4495 | lr 6.70e-05 | 3.00 it/s
step 64300/70000 | loss 1.3677 | lr 6.64e-05 | 2.44 it/s
step 64400/70000 | loss 1.4535 | lr 6.58e-05 | 2.35 it/s
step 64500/70000 | loss 1.4918 | lr 6.53e-05 | 3.66 it/s
step 64600/70000 | loss 1.3522 | lr 6.47e-05 | 3.31 it/s
step 64700/70000 | loss 1.4454 | lr 6.42e-05 | 2.55 it/s
step 64800/70000 | loss 1.4326 | lr 6.36e-05 | 2.91 it/s
step 64900/70000 | loss 1.3940 | lr 6.31e-05 | 2.66 it/s
step 65000/70000 | loss 1.3978 | lr 6.26e-05 | 2.49 it/s
[val] step 65000: mode-B CER 62.41 | mode-A CER 61.99 | conditioning gain -0.42 | loss 2.8456
step 65100/70000 | loss 1.3960 | lr 6.21e-05 | 2.24 it/s
step 65200/70000 | loss 1.3979 | lr 6.16e-05 | 3.48 it/s
step 65300/70000 | loss 1.4708 | lr 6.12e-05 | 2.43 it/s
step 65400/70000 | loss 1.4455 | lr 6.07e-05 | 2.96 it/s
step 65500/70000 | loss 1.4129 | lr 6.02e-05 | 3.15 it/s
step 65600/70000 | loss 1.3770 | lr 5.98e-05 | 3.02 it/s
step 65700/70000 | loss 1.4706 | lr 5.93e-05 | 3.15 it/s
step 65800/70000 | loss 1.4661 | lr 5.89e-05 | 2.32 it/s
step 65900/70000 | loss 1.3640 | lr 5.85e-05 | 2.78 it/s
step 66000/70000 | loss 1.4643 | lr 5.81e-05 | 2.70 it/s
step 66100/70000 | loss 1.3720 | lr 5.77e-05 | 3.42 it/s
step 66200/70000 | loss 1.4884 | lr 5.73e-05 | 2.98 it/s
step 66300/70000 | loss 1.4217 | lr 5.69e-05 | 2.83 it/s
step 66400/70000 | loss 1.4522 | lr 5.66e-05 | 2.86 it/s
step 66500/70000 | loss 1.4293 | lr 5.62e-05 | 2.39 it/s
step 66600/70000 | loss 1.3441 | lr 5.58e-05 | 3.08 it/s
step 66700/70000 | loss 1.3567 | lr 5.55e-05 | 3.04 it/s
step 66800/70000 | loss 1.4318 | lr 5.52e-05 | 3.22 it/s
step 66900/70000 | loss 1.4651 | lr 5.49e-05 | 3.00 it/s
step 67000/70000 | loss 1.4861 | lr 5.46e-05 | 3.65 it/s
step 67100/70000 | loss 1.4151 | lr 5.43e-05 | 2.88 it/s
step 67200/70000 | loss 1.3800 | lr 5.40e-05 | 3.41 it/s
step 67300/70000 | loss 1.5383 | lr 5.37e-05 | 3.66 it/s
step 67400/70000 | loss 1.4002 | lr 5.34e-05 | 3.21 it/s
step 67500/70000 | loss 1.4643 | lr 5.32e-05 | 2.95 it/s
[val] step 67500: mode-B CER 60.91 | mode-A CER 61.08 | conditioning gain +0.16 | loss 2.6596
step 67600/70000 | loss 1.3159 | lr 5.29e-05 | 2.66 it/s
step 67700/70000 | loss 1.4612 | lr 5.27e-05 | 2.89 it/s
step 67800/70000 | loss 1.5047 | lr 5.25e-05 | 2.65 it/s
step 67900/70000 | loss 1.3840 | lr 5.22e-05 | 3.45 it/s
step 68000/70000 | loss 1.3846 | lr 5.20e-05 | 3.38 it/s
